callsign,de_pfx,de_cont,freq,band,dx,dx_pfx,dx_cont,mode,db,date,speed,tx_mode
IK4VET,I,EU,7034,40m,UY2UA,UR,EU,CQ,5,2025-11-29 00:09:32,30,CW
IK4VET,I,EU,7026,40m,4Z5LA,4X,AS,CQ,19,2025-11-29 00:09:32,33,CW
IK4VET,I,EU,7042.4,40m,KC2LSD,K,NA,CQ,28,2025-11-29 00:09:32,34,CW
HB9DCO,HB,EU,7034,40m,UY2UA,UR,EU,CQ,13,2025-11-29 00:09:32,29,CW
HB9DCO,HB,EU,7008.7,40m,HA7RY,HA,EU,CQ,17,2025-11-29 00:09:32,34,CW
W3LPL,K,NA,7049.6,40m,SV9DJO,SV9,EU,CQ,36,2025-11-29 00:09:32,30,CW
K7CO,K,NA,7042.4,40m,KC2LSD,K,NA,CQ,19,2025-11-29 00:09:32,35,CW
K7CO,K,NA,7045,40m,EA5KM,EA,EU,CQ,18,2025-11-29 00:09:32,30,CW
HA8TKS,HA,EU,7026,40m,4Z5LA,4X,AS,CQ,13,2025-11-29 00:09:32,36,CW
HB9AFZ,HB,EU,7039,40m,IS0AFM,IS,EU,CQ,20,2025-11-29 00:09:32,31,CW
HB9AFZ,HB,EU,7035,40m,AI5IN,K,NA,CQ,17,2025-11-29 00:09:32,27,CW
LZ5DI,LZ,EU,7007.1,40m,K1RX,K,NA,CQ,17,2025-11-29 00:09:32,37,CW
LZ5DI,LZ,EU,7021.1,40m,R4LC,UA,EU,CQ,28,2025-11-29 00:09:32,36,CW
LZ7AA,LZ,EU,7027.1,40m,SM2U,SM,EU,CQ,15,2025-11-29 00:09:32,29,CW
LZ7AA,LZ,EU,7036.5,40m,IB9R,IT9,EU,CQ,31,2025-11-29 00:09:32,33,CW
DO4DXA,DL,EU,7034,40m,UY2UA,UR,EU,CQ,12,2025-11-29 00:09:32,29,CW
DO4DXA,DL,EU,7013,40m,E7AA,E7,EU,CQ,22,2025-11-29 00:09:32,37,CW
DO4DXA,DL,EU,7008,40m,RW0A,UA9,AS,CQ,35,2025-11-29 00:09:32,32,CW
S53A,S5,EU,7005.2,40m,SP5ELA,SP,EU,CQ,22,2025-11-29 00:09:32,28,CW
K4PP,K,NA,7014.9,40m,YT9X,YU,EU,CQ,19,2025-11-29 00:09:32,34,CW
K4PP,K,NA,7024.8,40m,DP9A,DL,EU,CQ,25,2025-11-29 00:09:32,33,CW
MM0GPZ,GM,EU,7026,40m,4Z5LA,4X,AS,CQ,21,2025-11-29 00:09:32,34,CW
PY2KNK,PY,SA,7046.9,40m,K1TTI,K,NA,CQ,13,2025-11-29 00:09:32,29,CW
MM0GPZ,GM,EU,7069.8,40m,ZB2BU,ZB,EU,CQ,8,2025-11-29 00:09:32,36,CW
MM0GPZ,GM,EU,7030,40m,SK3W,SM,EU,CQ,24,2025-11-29 00:09:32,42,CW
OK1FCJ,OK,EU,7007.1,40m,K1RX,K,NA,CQ,21,2025-11-29 00:09:32,36,CW
OK1FCJ,OK,EU,7026,40m,4Z5LA,4X,AS,CQ,26,2025-11-29 00:09:32,33,CW
SE5E,SM,EU,7032.8,40m,ED1R,EA,EU,CQ,32,2025-11-29 00:09:32,36,CW
SE5E,SM,EU,7026,40m,4Z5LA,4X,AS,CQ,21,2025-11-29 00:09:32,35,CW
SE5E,SM,EU,7049,40m,EA1X,EA,EU,CQ,26,2025-11-29 00:09:32,37,CW
DR4W,DL,EU,7034,40m,UY2UA,UR,EU,CQ,11,2025-11-29 00:09:32,29,CW
DR4W,DL,EU,7026,40m,4Z5LA,4X,AS,CQ,22,2025-11-29 00:09:32,35,CW
VE3EID,VE,NA,7032.8,40m,ED1R,EA,EU,CQ,34,2025-11-29 00:09:32,37,CW
VE3EID,VE,NA,7091.4,40m,KF0MSJ,K,NA,CQ,26,2025-11-29 00:09:32,18,CW
RK3TD-2,UA,EU,7029.7,40m,S53M,S5,EU,CQ,25,2025-11-29 00:09:32,39,CW
W8WWV,K,NA,7058,40m,TI8X,TI,NA,CQ,31,2025-11-29 00:09:33,34,CW
W8WWV,K,NA,7048.9,40m,EA1X,EA,EU,CQ,15,2025-11-29 00:09:33,38,CW
CN3A,CN,AF,7042.5,40m,KC2LSD,K,NA,CQ,28,2025-11-29 00:09:33,33,CW
CN3A,CN,AF,7016.6,40m,RM3F,UA,EU,CQ,28,2025-11-29 00:09:33,37,CW
CN3A,CN,AF,7046.9,40m,K1KI,K,NA,CQ,40,2025-11-29 00:09:33,32,CW
G4IRN,G,EU,7048,40m,9A7RR,9A,EU,CQ,47,2025-11-29 00:09:33,28,CW
G4IRN,G,EU,7026,40m,4Z5LA,4X,AS,CQ,16,2025-11-29 00:09:33,34,CW
G4IRN,G,EU,7060,40m,9A2L,9A,EU,CQ,27,2025-11-29 00:09:33,30,CW
F6IIT,F,EU,7021.1,40m,R4LC,UA,EU,CQ,18,2025-11-29 00:09:33,37,CW
F6IIT,F,EU,7007.1,40m,K1RX,K,NA,CQ,27,2025-11-29 00:09:33,36,CW
GX0FRE,G,EU,7019,40m,RM4F,UA,EU,CQ,31,2025-11-29 00:09:33,31,CW
LU8XW,LU,SA,7037.8,40m,VA2WA,VE,NA,CQ,14,2025-11-29 00:09:33,38,CW
N2CR,K,NA,7000.1,40m,ND3T,K,NA,CQ,19,2025-11-29 00:09:33,42,CW
N2CR,K,NA,7049,40m,EA1X,EA,EU,CQ,10,2025-11-29 00:09:33,38,CW
N2CR,K,NA,7031.9,40m,K2NV,K,NA,CQ,17,2025-11-29 00:09:33,33,CW
N2CR,K,NA,7023,40m,YT1A,YU,EU,CQ,21,2025-11-29 00:09:33,35,CW
HG8A,HA,EU,7007.1,40m,K1RX,K,NA,CQ,17,2025-11-29 00:09:33,37,CW
HG8A,HA,EU,7026,40m,4Z5LA,4X,AS,CQ,28,2025-11-29 00:09:33,33,CW
HG8A,HA,EU,7000.1,40m,ND3T,K,NA,CQ,28,2025-11-29 00:09:33,43,CW
HG8A,HA,EU,7016,40m,IO5O,I,EU,CQ,13,2025-11-29 00:09:33,30,CW
KV4TT,K,NA,7058.1,40m,TI8X,TI,NA,CQ,27,2025-11-29 00:09:33,34,CW
KV4TT,K,NA,7036,40m,TK0C,TK,EU,CQ,25,2025-11-29 00:09:33,34,CW
EY8ZE,EY,AS,7021.1,40m,R4LC,UA,EU,CQ,7,2025-11-29 00:09:33,37,CW
EY8ZE,EY,AS,7019,40m,RM4F,UA,EU,CQ,22,2025-11-29 00:09:33,33,CW
K9LC,K,NA,7042.4,40m,KC2LSD,K,NA,CQ,24,2025-11-29 00:09:33,33,CW
SM0HRP/A,SM,EU,7016.3,40m,IO5O,I,EU,CQ,17,2025-11-29 00:09:33,29,CW
SM0HRP/A,SM,EU,7007.5,40m,UA4M,UA,EU,CQ,35,2025-11-29 00:09:33,35,CW
SM0HRP/A,SM,EU,7034,40m,UY2UA,UR,EU,CQ,14,2025-11-29 00:09:33,30,CW
SM0HRP/A,SM,EU,7019,40m,RM4F,UA,EU,CQ,37,2025-11-29 00:09:33,34,CW
ND7K,K,NA,7042.4,40m,KC2LSD,K,NA,CQ,27,2025-11-29 00:09:34,33,CW
DF7GB,DL,EU,7028.8,40m,W4RM,K,NA,CQ,14,2025-11-29 00:09:34,31,CW
KM3T-3,K,NA,7036.5,40m,IB9R,IT9,EU,CQ,30,2025-11-29 00:09:34,32,CW
OK2ZAW,OK,EU,7019,40m,RM4F,UA,EU,CQ,36,2025-11-29 00:09:34,34,CW
LZ4UX,LZ,EU,7066,40m,EF3T,EA,EU,CQ,16,2025-11-29 00:09:34,34,CW
HA1VHF,HA,EU,7036.5,40m,IB9R,IT9,EU,CQ,18,2025-11-29 00:09:34,32,CW
K9IMM,K,NA,7069.4,40m,II2T,I,EU,CQ,12,2025-11-29 00:09:34,30,CW
K9IMM,K,NA,7017,40m,P3X,5B,AS,CQ,17,2025-11-29 00:09:34,41,CW
K9IMM,K,NA,7052.1,40m,M6N,G,EU,CQ,15,2025-11-29 00:09:34,29,CW
K9IMM,K,NA,7008.2,40m,AB3CX,K,NA,CQ,29,2025-11-29 00:09:34,32,CW
OZ1BZS,OZ,EU,7026.2,40m,IU8RIA,I,EU,CQ,7,2025-11-29 00:09:34,30,CW
DM5GG,DL,EU,7026,40m,4Z5LA,4X,AS,CQ,11,2025-11-29 00:09:35,35,CW
DM5GG,DL,EU,7021.1,40m,N4LC,K,NA,CQ,29,2025-11-29 00:09:35,38,CW
DM5GG,DL,EU,7028.7,40m,IP8R,I,EU,CQ,26,2025-11-29 00:09:35,38,CW
DM5GG,DL,EU,7021.1,40m,R4LC,UA,EU,CQ,17,2025-11-29 00:09:35,37,CW
OH8KA,OH,EU,7053.7,40m,IQ3ME,I,EU,CQ,11,2025-11-29 00:09:35,29,CW
TK0C-7,TK,EU,7053.4,40m,KC1WZQ,K,NA,CQ,23,2025-11-29 00:09:35,30,CW
NU4F-2,K,NA,7042.4,40m,KC2LSD,K,NA,CQ,23,2025-11-29 00:09:35,33,CW
NU4F-2,K,NA,7009.7,40m,G4FNL,G,EU,CQ,15,2025-11-29 00:09:35,30,CW
NU4F-2,K,NA,7035.5,40m,CR6K,CT,EU,CQ,24,2025-11-29 00:09:35,45,CW
NU4F-2,K,NA,7025.1,40m,DR7X,DL,EU,CQ,19,2025-11-29 00:09:35,32,CW
K3PA-1,K,NA,7042.4,40m,KC2LSD,K,NA,CQ,24,2025-11-29 00:09:35,34,CW
DK9IP,DL,EU,7019,40m,RM4F,UA,EU,CQ,22,2025-11-29 00:09:35,34,CW
DK9IP,DL,EU,7000.1,40m,ND3T,K,NA,CQ,30,2025-11-29 00:09:35,40,CW
DK9IP,DL,EU,7007.5,40m,UA4M,UA,EU,CQ,27,2025-11-29 00:09:35,35,CW
DK9IP,DL,EU,7034,40m,UY2UA,UR,EU,CQ,7,2025-11-29 00:09:35,30,CW
DK9IP,DL,EU,7046.4,40m,PJ4A,PJ4,SA,CQ,23,2025-11-29 00:09:35,38,CW
CT1EYQ,CT,EU,7042.4,40m,KC2LSD,K,NA,CQ,16,2025-11-29 00:09:36,34,CW
CT1EYQ,CT,EU,7036.5,40m,IB9R,IT9,EU,CQ,19,2025-11-29 00:09:36,32,CW
CT1EYQ,CT,EU,7046.4,40m,PJ4A,PJ4,SA,CQ,24,2025-11-29 00:09:36,39,CW
CT1EYQ,CT,EU,7027.9,40m,OE3A,OE,EU,CQ,22,2025-11-29 00:09:36,21,CW
CT1EYQ,CT,EU,7016.6,40m,P3AA,5B,AS,CQ,15,2025-11-29 00:09:36,37,CW
V51YJ,V5,AF,7021.1,40m,R4LC,UA,EU,CQ,7,2025-11-29 00:09:36,37,CW
DL1HWS,DL,EU,7016.7,40m,P3AA,5B,AS,CQ,19,2025-11-29 00:09:36,37,CW
HB9TSU,HB,EU,7013.5,40m,IB9R,IT9,EU,CQ,14,2025-11-29 00:09:36,33,CW
DM6EE,DL,EU,7005,40m,KB3WD,K,NA,CQ,21,2025-11-29 00:09:36,35,CW
ES2RR,ES,EU,7008.7,40m,HA7RY,HA,EU,CQ,16,2025-11-29 00:09:36,34,CW
3V/KF5EYY,3V,AF,7030,40m,SK3W,SM,EU,CQ,19,2025-11-29 00:09:36,41,CW
3V/KF5EYY,3V,AF,7026.2,40m,IU8RIA,I,EU,CQ,16,2025-11-29 00:09:36,30,CW
K2PO/7,K,NA,7043.6,40m,K5ZD,K,NA,CQ,25,2025-11-29 00:09:36,36,CW
EA2RCF-4,EA,EU,7027.9,40m,OE3A,OE,EU,CQ,23,2025-11-29 00:09:36,21,CW
EA2RCF-4,EA,EU,7008.2,40m,AB3CX,K,NA,CQ,19,2025-11-29 00:09:36,31,CW
EA2RCF-4,EA,EU,7016.7,40m,P3AA,5B,AS,CQ,16,2025-11-29 00:09:36,37,CW
F6KGL,F,EU,7023,40m,YT1A,YU,EU,CQ,10,2025-11-29 00:09:36,37,CW
F6KGL,F,EU,7016.7,40m,P3AA,5B,AS,CQ,9,2025-11-29 00:09:36,37,CW
K7EK,K,NA,7034.5,40m,W1KM,K,NA,CQ,24,2025-11-29 00:09:36,34,CW
K7EK,K,NA,7042.4,40m,KC2LSD,K,NA,CQ,25,2025-11-29 00:09:36,35,CW
K7EK,K,NA,7043.5,40m,K5ZD,K,NA,CQ,32,2025-11-29 00:09:36,35,CW
K7EK,K,NA,7023.6,40m,OK7O,OK,EU,CQ,14,2025-11-29 00:09:36,30,CW
K7EK,K,NA,7033.8,40m,CR3W,CT3,AF,CQ,19,2025-11-29 00:09:36,32,CW
W8WTS,K,NA,7046.4,40m,PJ4A,PJ4,SA,CQ,35,2025-11-29 00:09:37,38,CW
K5TR,K,NA,7058,40m,TI8X,TI,NA,CQ,30,2025-11-29 00:09:37,34,CW
K5TR,K,NA,7036.5,40m,IB9R,IT9,EU,CQ,27,2025-11-29 00:09:37,31,CW
K5TR,K,NA,7025.1,40m,DR7X,DL,EU,CQ,24,2025-11-29 00:09:37,32,CW
K5TR,K,NA,7046.4,40m,PJ4A,PJ4,SA,CQ,28,2025-11-29 00:09:37,38,CW
K5TR,K,NA,7042.5,40m,KC2LSD,K,NA,CQ,18,2025-11-29 00:09:37,33,CW
K5TR,K,NA,7016.7,40m,P3AA,5B,AS,CQ,10,2025-11-29 00:09:37,37,CW
K5TR,K,NA,7053.7,40m,IQ3ME,I,EU,CQ,13,2025-11-29 00:09:37,28,CW
DE1LON,DL,EU,7035.5,40m,CR6K,CT,EU,CQ,37,2025-11-29 00:09:37,44,CW
KM3T-1,K,NA,7016.3,40m,IO5O,I,EU,CQ,12,2025-11-29 00:09:37,30,CW
KM3T-1,K,NA,7042.4,40m,KC2LSD,K,NA,CQ,26,2025-11-29 00:09:37,33,CW
KM3T-1,K,NA,7018.2,40m,G4FNL,G,EU,CQ,16,2025-11-29 00:09:37,39,CW
KM3T-1,K,NA,7016.5,40m,RM3F,UA,EU,CQ,4,2025-11-29 00:09:37,37,CW
KM3T-1,K,NA,7069.4,40m,II2T,I,EU,CQ,18,2025-11-29 00:09:37,28,CW
W1NT-6,K,NA,7027.4,40m,VE3OMV,VE,NA,CQ,37,2025-11-29 00:09:37,29,CW
K6FOD,K,NA,7047.3,40m,K4ZW,K,NA,CQ,13,2025-11-29 00:09:37,32,CW
K6FOD,K,NA,7042.4,40m,KC2LSD,K,NA,CQ,13,2025-11-29 00:09:37,34,CW
DL9GTB,DL,EU,7023,40m,YT1A,YU,EU,CQ,28,2025-11-29 00:09:37,34,CW
KD2OGR,K,NA,7053.1,40m,CO2JD,CM,NA,CQ,17,2025-11-29 00:09:37,28,CW
KD2OGR,K,NA,7046.4,40m,PJ4A,PJ4,SA,CQ,24,2025-11-29 00:09:37,38,CW
KD2OGR,K,NA,7052.8,40m,CR2M,CU,EU,CQ,18,2025-11-29 00:09:37,34,CW
KD7EFG,K,NA,7011.3,40m,S52AW,S5,EU,CQ,23,2025-11-29 00:09:38,37,CW
VE7CC,VE,NA,7046.4,40m,PJ4A,PJ4,SA,CQ,5,2025-11-29 00:09:38,38,CW
VE7CC,VE,NA,7046.4,40m,PJ4A,PJ4,SA,CQ,5,2025-11-29 00:09:38,38,CW
VE6JY,VE,NA,7042.4,40m,KC2LSD,K,NA,CQ,23,2025-11-29 00:09:38,35,CW
OK1HRA,OK,EU,7021.3,40m,N3RD,K,NA,CQ,19,2025-11-29 00:09:38,29,CW
WS2C,K,NA,7058.1,40m,TI8X,TI,NA,CQ,32,2025-11-29 00:09:38,35,CW
WS2C,K,NA,7016.7,40m,P3AA,5B,AS,CQ,13,2025-11-29 00:09:38,37,CW
HB9BXE,HB,EU,7007.1,40m,K1RX,K,NA,CQ,10,2025-11-29 00:09:38,37,CW
HB9BXE,HB,EU,7046.4,40m,PJ4A,PJ4,SA,CQ,15,2025-11-29 00:09:38,38,CW
ON6ZQ,ON,EU,7016.7,40m,P3AA,5B,AS,CQ,13,2025-11-29 00:09:38,37,CW
N8DXE,K,NA,7067.9,40m,OE6Z,OE,EU,CQ,42,2025-11-29 00:09:38,29,CW
N8DXE,K,NA,7027.4,40m,VE3OMV,VE,NA,CQ,30,2025-11-29 00:09:38,29,CW
N8DXE,K,NA,7016.7,40m,P3AA,5B,AS,CQ,25,2025-11-29 00:09:38,37,CW
PE5TT,PA,EU,7019,40m,RM4F,UA,EU,CQ,26,2025-11-29 00:09:38,33,CW
G4HSO,G,EU,7024.2,40m,K2LE,K,NA,CQ,31,2025-11-29 00:09:38,37,CW
G4HSO,G,EU,7024.5,40m,KB4DX,K,NA,CQ,30,2025-11-29 00:09:38,34,CW
W3RGA,K,NA,7036.1,40m,TK0C,TK,EU,CQ,40,2025-11-29 00:09:38,33,CW
W3RGA,K,NA,7016.7,40m,P3AA,5B,AS,CQ,18,2025-11-29 00:09:38,36,CW
W3RGA,K,NA,7069.8,40m,ZB2BU,ZB,EU,CQ,5,2025-11-29 00:09:38,33,CW
SM7IUN,SM,EU,7016.7,40m,P3AA,5B,AS,CQ,21,2025-11-29 00:09:38,37,CW
SM7IUN,SM,EU,7016,40m,IO5O,I,EU,CQ,16,2025-11-29 00:09:38,31,CW
WZ7I,K,NA,7016.7,40m,P3AA,5B,AS,CQ,13,2025-11-29 00:09:38,37,CW
DF2CK,DL,EU,7016.7,40m,P3AA,5B,AS,CQ,23,2025-11-29 00:09:39,37,CW
DF2CK,DL,EU,7041.2,40m,TO4X,F,EU,CQ,35,2025-11-29 00:09:39,33,CW
DF2CK,DL,EU,7019.3,40m,N2MU,K,NA,CQ,17,2025-11-29 00:09:39,29,CW
VE6WZ-3,VE,NA,7046.4,40m,PJ4A,PJ4,SA,CQ,9,2025-11-29 00:09:39,38,CW
F4GOU,F,EU,7042.4,40m,KC2LSD,K,NA,CQ,17,2025-11-29 00:09:39,34,CW
F4GOU,F,EU,7016.7,40m,P3AA,5B,AS,CQ,21,2025-11-29 00:09:39,37,CW
F4GOU,F,EU,7007.1,40m,K1RX,K,NA,CQ,25,2025-11-29 00:09:39,37,CW
PA5KT-4,PA,EU,7016.7,40m,P3AA,5B,AS,CQ,20,2025-11-29 00:09:39,37,CW
DL8LAS,DL,EU,7016.7,40m,P3AA,5B,AS,CQ,18,2025-11-29 00:09:39,37,CW
YO2CK,YO,EU,7019,40m,RM4F,UA,EU,CQ,17,2025-11-29 00:09:39,33,CW
YO2CK,YO,EU,7025.1,40m,DR7X,DL,EU,CQ,16,2025-11-29 00:09:39,32,CW
YO2CK,YO,EU,7044.4,40m,OH5Z,OH,EU,CQ,23,2025-11-29 00:09:39,34,CW
W6YX,K,NA,7042.4,40m,KC2LSD,K,NA,CQ,16,2025-11-29 00:09:39,33,CW
W3DAN,K,NA,7015.7,40m,IO5O,I,EU,CQ,21,2025-11-29 00:09:39,30,CW
W3DAN,K,NA,7057.5,40m,TP2A,F,EU,CQ,45,2025-11-29 00:09:39,35,CW
W3DAN,K,NA,7016.7,40m,P3AA,5B,AS,CQ,29,2025-11-29 00:09:39,37,CW
W3DAN,K,NA,7028.8,40m,IP8R,I,EU,CQ,46,2025-11-29 00:09:39,37,CW
KM3T-5,K,NA,7007.1,40m,K1RX,K,NA,CQ,26,2025-11-29 00:09:39,36,CW
WA7LNW,K,NA,7053.1,40m,CO2JD,CM,NA,CQ,31,2025-11-29 00:09:39,28,CW
TF3Y,TF,EU,7030,40m,SK3W,SM,EU,CQ,8,2025-11-29 00:09:39,42,CW
PI4CC,PA,EU,7053.3,40m,KC1WZQ,K,NA,CQ,20,2025-11-29 00:09:40,29,CW
PI4CC,PA,EU,7069.8,40m,ZB2BU,ZB,EU,CQ,14,2025-11-29 00:09:40,33,CW
PI4CC,PA,EU,7024.5,40m,KB4DX,K,NA,CQ,31,2025-11-29 00:09:40,33,CW
HA6PX,HA,EU,7036.5,40m,IB9R,IT9,EU,CQ,17,2025-11-29 00:09:40,32,CW
WV4P,K,NA,7026.2,40m,IU8RIA,I,EU,CQ,32,2025-11-29 00:09:40,29,CW
WV4P,K,NA,7028.8,40m,IP8R,I,EU,CQ,40,2025-11-29 00:09:40,37,CW
MM0ZBH,GM,EU,7016.7,40m,W3AA,K,NA,CQ,10,2025-11-29 00:09:40,36,CW
MM0ZBH,GM,EU,7028.8,40m,IP8R,I,EU,CQ,44,2025-11-29 00:09:40,38,CW
SP5GQ,SP,EU,7058,40m,UP4L,UN,AS,CQ,10,2025-11-29 00:09:40,38,CW
W3OA,K,NA,7026.2,40m,IU8RIA,I,EU,CQ,19,2025-11-29 00:09:40,30,CW
W3OA,K,NA,7004,40m,OL0W,OK,EU,CQ,21,2025-11-29 00:09:40,32,CW
G0KTN,G,EU,7008.7,40m,HA7RY,HA,EU,CQ,45,2025-11-29 00:09:40,35,CW
G0KTN,G,EU,7046.4,40m,PJ4A,PJ4,SA,CQ,23,2025-11-29 00:09:40,38,CW
KM3T-2,K,NA,7069.4,40m,II2T,I,EU,CQ,12,2025-11-29 00:09:40,28,CW
KM3T-2,K,NA,7046.4,40m,PJ4A,PJ4,SA,CQ,26,2025-11-29 00:09:40,39,CW
KM3T-2,K,NA,7053.1,40m,CO2JD,CM,NA,CQ,23,2025-11-29 00:09:40,27,CW
LZ3CB,LZ,EU,7036.5,40m,IB9R,IT9,EU,CQ,32,2025-11-29 00:09:41,32,CW
LZ3CB,LZ,EU,7043.9,40m,LZ8E,LZ,EU,CQ,14,2025-11-29 00:09:41,36,CW
LZ3CB,LZ,EU,7051.2,40m,K0EA,K,NA,CQ,11,2025-11-29 00:09:41,34,CW
AC0C-1,K,NA,7000.1,40m,ND3T,K,NA,CQ,24,2025-11-29 00:09:41,42,CW
AC0C-1,K,NA,7069.4,40m,II2T,I,EU,CQ,15,2025-11-29 00:09:41,28,CW
AC0C-1,K,NA,7035.7,40m,DP7D,DL,EU,CQ,25,2025-11-29 00:09:41,31,CW
AC0C-1,K,NA,7013.5,40m,EF8R,EA8,AF,CQ,31,2025-11-29 00:09:41,43,CW
AC0C-1,K,NA,7009,40m,OK1KKI,OK,EU,CQ,29,2025-11-29 00:09:41,35,CW
YO2KAR,YO,EU,7001.8,40m,RW4W,UA,EU,CQ,11,2025-11-29 00:09:41,39,CW
KW7MM-2,K,NA,7007.1,40m,K1RX,K,NA,CQ,21,2025-11-29 00:09:41,38,CW
WE9V,K,NA,7026.2,40m,IU8RIA,I,EU,CQ,28,2025-11-29 00:09:41,30,CW
ES5PC,ES,EU,7021.1,40m,R4LC,UA,EU,CQ,26,2025-11-29 00:09:41,37,CW
ES5PC,ES,EU,7027.9,40m,OE3A,OE,EU,CQ,20,2025-11-29 00:09:41,21,CW
ES5PC,ES,EU,7007,40m,BG8SRK,BY,AS,CQ,18,2025-11-29 00:09:41,30,CW
ES5PC,ES,EU,7049,40m,EA1X,EA,EU,CQ,20,2025-11-29 00:09:41,36,CW
NU4F,K,NA,7036.5,40m,IB9R,IT9,EU,CQ,22,2025-11-29 00:09:41,32,CW
NN3RP,K,NA,7009.5,40m,IO3F,I,EU,CQ,16,2025-11-29 00:09:41,32,CW
VU2OY,VU,AS,7008.7,40m,HA7RY,HA,EU,CQ,4,2025-11-29 00:09:42,35,CW
W3LPL,K,NA,7069.4,40m,II2T,I,EU,CQ,35,2025-11-29 00:09:42,29,CW
W3LPL,K,NA,7043.9,40m,LZ8E,LZ,EU,CQ,35,2025-11-29 00:09:42,36,CW
SZ1A,SV,EU,7028,40m,OE3A,OE,EU,CQ,17,2025-11-29 00:09:42,21,CW
TK0C-3,TK,EU,7028.8,40m,IP8R,I,EU,CQ,9,2025-11-29 00:09:42,37,CW
TK0C-3,TK,EU,7008.7,40m,HA7RY,HA,EU,CQ,20,2025-11-29 00:09:42,34,CW
TK0C-3,TK,EU,7002.1,40m,AA4NC,K,NA,CQ,8,2025-11-29 00:09:42,40,CW
IK4VET,I,EU,7046.4,40m,PJ4A,PJ4,SA,CQ,21,2025-11-29 00:09:42,38,CW
LA6TPA,LA,EU,7036,40m,TK0C,TK,EU,CQ,15,2025-11-29 00:09:42,38,CW
M9PSY,G,EU,7012.7,40m,HA7I,HA,EU,CQ,13,2025-11-29 00:09:42,29,CW
M9PSY,G,EU,7010.1,40m,RU1A,UA,EU,CQ,12,2025-11-29 00:09:42,37,CW
HB9DCO,HB,EU,7058,40m,UP4L,UN,AS,CQ,21,2025-11-29 00:09:42,35,CW
HB9DCO,HB,EU,7013.5,40m,EF8R,EA8,AF,CQ,18,2025-11-29 00:09:42,42,CW
HB9DCO,HB,EU,7021.1,40m,R4LC,UA,EU,CQ,6,2025-11-29 00:09:42,37,CW
N2YCH,K,NA,7016.7,40m,P3AA,5B,AS,CQ,14,2025-11-29 00:09:42,36,CW
DL5RMH,DL,EU,7016.7,40m,P3AA,5B,AS,CQ,19,2025-11-29 00:09:42,37,CW
DL5RMH,DL,EU,7007.1,40m,K1RX,K,NA,CQ,12,2025-11-29 00:09:42,37,CW
DL5RMH,DL,EU,7016,40m,IO5O,I,EU,CQ,12,2025-11-29 00:09:42,30,CW
DL5RMH,DL,EU,7018.2,40m,RC6U,UA,EU,CQ,30,2025-11-29 00:09:42,39,CW
HA8TKS,HA,EU,7016.7,40m,P3AA,5B,AS,CQ,7,2025-11-29 00:09:42,38,CW
HA8TKS,HA,EU,7033.8,40m,CR3W,CT3,AF,CQ,26,2025-11-29 00:09:42,29,CW
HB9AFZ,HB,EU,7046.1,40m,R4LC,UA,EU,CQ,19,2025-11-29 00:09:42,37,CW
HB9AFZ,HB,EU,7027,40m,AA4NC,K,NA,CQ,15,2025-11-29 00:09:42,42,CW
LZ5DI,LZ,EU,7046.4,40m,PJ4A,PJ4,SA,CQ,19,2025-11-29 00:09:42,38,CW
LZ7AA,LZ,EU,7009.7,40m,G4FNL,G,EU,CQ,30,2025-11-29 00:09:42,33,CW
DO4DXA,DL,EU,7028.8,40m,IP8R,I,EU,CQ,15,2025-11-29 00:09:42,37,CW
DO4DXA,DL,EU,7069.8,40m,ZB2BU,ZB,EU,CQ,6,2025-11-29 00:09:42,32,CW
DO4DXA,DL,EU,7010.1,40m,RU1A,UA,EU,CQ,26,2025-11-29 00:09:42,37,CW
OK1FCJ,OK,EU,7015.2,40m,9A4M,9A,EU,CQ,22,2025-11-29 00:09:42,41,CW
MM0GPZ,GM,EU,7028.8,40m,IP8R,I,EU,CQ,26,2025-11-29 00:09:42,37,CW
MM0GPZ,GM,EU,7013.5,40m,EF8R,EA8,AF,CQ,37,2025-11-29 00:09:42,44,CW
MM0GPZ,GM,EU,7007.1,40m,K1NX,K,NA,CQ,24,2025-11-29 00:09:42,33,CW
S53A,S5,EU,7034,40m,UY2UA,UR,EU,CQ,22,2025-11-29 00:09:42,30,CW
S53A,S5,EU,7006.7,40m,W8FJ,K,NA,CQ,20,2025-11-29 00:09:42,34,CW
S53A,S5,EU,7059,40m,ZF5T,ZF,NA,CQ,26,2025-11-29 00:09:42,38,CW
KC4YVA,K,NA,7023.7,40m,OK7O,OK,EU,CQ,3,2025-11-29 00:09:42,32,CW
DR4W,DL,EU,7067.9,40m,OE6Z,OE,EU,CQ,16,2025-11-29 00:09:42,29,CW
DR4W,DL,EU,7013.5,40m,EF8R,EA8,AF,CQ,37,2025-11-29 00:09:42,45,CW
SE5E,SM,EU,7016.7,40m,P3AA,5B,AS,CQ,23,2025-11-29 00:09:43,37,CW
EA2CW,EA,EU,7027.9,40m,OE3A,OE,EU,CQ,9,2025-11-29 00:09:43,21,CW
EA2CW,EA,EU,7016,40m,IO5O,I,EU,CQ,2,2025-11-29 00:09:43,30,CW
EA2CW,EA,EU,7018.2,40m,RC6U,UA,EU,CQ,18,2025-11-29 00:09:43,39,CW
RK3TD-2,UA,EU,7028,40m,OE3A,OE,EU,CQ,9,2025-11-29 00:09:43,21,CW
