callsign,de_pfx,de_cont,freq,band,dx,dx_pfx,dx_cont,mode,db,date,speed,tx_mode
RK3TD-2,UA,EU,7016.7,40m,P3AA,5B,AS,CQ,13,2025-11-29 00:09:43,37,CW
RK3TD-2,UA,EU,7033.5,40m,M0X,G,EU,CQ,11,2025-11-29 00:09:43,33,CW
VE3EID,VE,NA,7059,40m,ZF5T,ZF,NA,CQ,36,2025-11-29 00:09:43,38,CW
CN3A,CN,AF,7091.5,40m,KF0MSJ,K,NA,CQ,16,2025-11-29 00:09:43,18,CW
CN3A,CN,AF,7038.5,40m,EW5AE,EU,EU,CQ,36,2025-11-29 00:09:43,38,CW
W8WWV,K,NA,7028.7,40m,IP8R,I,EU,CQ,35,2025-11-29 00:09:43,37,CW
G4IRN,G,EU,7016.7,40m,P3AA,5B,AS,CQ,20,2025-11-29 00:09:43,37,CW
G4IRN,G,EU,7046.4,40m,PJ4A,PJ4,SA,CQ,24,2025-11-29 00:09:43,38,CW
F6IIT,F,EU,7002,40m,AA4NC,K,NA,CQ,25,2025-11-29 00:09:43,41,CW
GX0FRE,G,EU,7016.7,40m,P3AA,5B,AS,CQ,15,2025-11-29 00:09:43,37,CW
GX0FRE,G,EU,7013.5,40m,EF8R,EA8,AF,CQ,17,2025-11-29 00:09:43,44,CW
HG8A,HA,EU,7010.1,40m,RU1A,UA,EU,CQ,19,2025-11-29 00:09:43,37,CW
HG8A,HA,EU,7016.7,40m,P3AA,5B,AS,CQ,20,2025-11-29 00:09:43,37,CW
HG8A,HA,EU,7049,40m,EA1X,EA,EU,CQ,17,2025-11-29 00:09:43,38,CW
N9CO,K,NA,7007.1,40m,K1RX,K,NA,CQ,10,2025-11-29 00:09:43,36,CW
KV4TT,K,NA,7009.7,40m,G4FNL,G,EU,CQ,27,2025-11-29 00:09:43,32,CW
KV4TT,K,NA,7016.7,40m,P3AA,5B,AS,CQ,16,2025-11-29 00:09:43,37,CW
EY8ZE,EY,AS,7028,40m,OE3A,OE,EU,CQ,4,2025-11-29 00:09:43,21,CW
EY8ZE,EY,AS,7036,40m,TK0C,TK,EU,CQ,12,2025-11-29 00:09:43,38,CW
UA4M,UA,EU,7045.7,40m,IB9T,IT9,EU,CQ,21,2025-11-29 00:09:44,35,CW
SM0HRP/A,SM,EU,7036.8,40m,YT4T,YU,EU,CQ,19,2025-11-29 00:09:44,28,CW
SM0HRP/A,SM,EU,7007.1,40m,K1RX,K,NA,CQ,25,2025-11-29 00:09:44,37,CW
K9LC,K,NA,7026.2,40m,IU8RIA,I,EU,CQ,28,2025-11-29 00:09:44,30,CW
K9LC,K,NA,7046.4,40m,PJ4A,PJ4,SA,CQ,33,2025-11-29 00:09:44,39,CW
DF7GB,DL,EU,7016.7,40m,P3AA,5B,AS,CQ,29,2025-11-29 00:09:44,31,CW
DF7GB,DL,EU,7045.7,40m,IB9T,IT9,EU,CQ,13,2025-11-29 00:09:44,32,CW
DF7GB,DL,EU,7015.2,40m,9A4M,9A,EU,CQ,16,2025-11-29 00:09:44,38,CW
DF7GB,DL,EU,7018.2,40m,RC6U,UA,EU,CQ,26,2025-11-29 00:09:44,39,CW
K1RA,K,NA,7016.7,40m,P3AA,5B,AS,CQ,18,2025-11-29 00:09:44,37,CW
K1RA,K,NA,7049,40m,EA1X,EA,EU,CQ,23,2025-11-29 00:09:44,38,CW
IK7YTT,I,EU,7018.2,40m,RC6U,UA,EU,CQ,30,2025-11-29 00:09:44,39,CW
IK7YTT,I,EU,7014,40m,IS0AFM,IS,EU,CQ,9,2025-11-29 00:09:44,29,CW
ND7K,K,NA,7010.7,40m,NN2T,K,NA,CQ,28,2025-11-29 00:09:44,33,CW
OK2ZAW,OK,EU,7016.7,40m,P3AA,5B,AS,CQ,23,2025-11-29 00:09:44,37,CW
OK2ZAW,OK,EU,7018.3,40m,RC6U,UA,EU,CQ,26,2025-11-29 00:09:44,39,CW
LZ4UX,LZ,EU,7040,40m,DF7A,DL,EU,CQ,9,2025-11-29 00:09:44,30,CW
LZ4UX,LZ,EU,7011.5,40m,TM2Y,F,EU,CQ,24,2025-11-29 00:09:44,30,CW
KM3T-3,K,NA,7042.4,40m,KC2LSD,K,NA,CQ,27,2025-11-29 00:09:44,33,CW
KM3T-3,K,NA,7029.2,40m,CN3A,CN,AF,CQ,26,2025-11-29 00:09:44,35,CW
HA1VHF,HA,EU,7016.6,40m,P3AA,5B,AS,CQ,24,2025-11-29 00:09:44,37,CW
HA1VHF,HA,EU,7040,40m,DF7A,DL,EU,CQ,13,2025-11-29 00:09:44,29,CW
DM5GG,DL,EU,7016.6,40m,P3AA,5B,AS,CQ,25,2025-11-29 00:09:45,36,CW
DM5GG,DL,EU,7032.8,40m,ED1R,EA,EU,CQ,22,2025-11-29 00:09:45,36,CW
K9IMM,K,NA,7026.2,40m,IU8RIA,I,EU,CQ,22,2025-11-29 00:09:45,29,CW
K9IMM,K,NA,7013.5,40m,EF8R,EA8,AF,CQ,24,2025-11-29 00:09:45,43,CW
OH8KA,OH,EU,7018.2,40m,RC6U,UA,EU,CQ,34,2025-11-29 00:09:45,40,CW
OH8KA,OH,EU,7032.8,40m,ED1R,EA,EU,CQ,19,2025-11-29 00:09:45,35,CW
OZ1BZS,OZ,EU,7018.2,40m,RC6U,UA,EU,CQ,11,2025-11-29 00:09:45,39,CW
NU4F-2,K,NA,7013.5,40m,EF8R,EA8,AF,CQ,23,2025-11-29 00:09:45,44,CW
NU4F-2,K,NA,7056.3,40m,LZ9W,LZ,EU,CQ,23,2025-11-29 00:09:45,32,CW
NU4F-2,K,NA,7036,40m,TK0C,TK,EU,CQ,16,2025-11-29 00:09:45,37,CW
NU4F-2,K,NA,7026.2,40m,IU8RIA,I,EU,CQ,25,2025-11-29 00:09:45,29,CW
K3PA-1,K,NA,7043.6,40m,K5ZD,K,NA,CQ,32,2025-11-29 00:09:45,34,CW
DK9IP,DL,EU,7016.7,40m,P3AA,5B,AS,CQ,15,2025-11-29 00:09:45,37,CW
LB9KJ,LA,EU,7016.7,40m,P3AA,5B,AS,CQ,9,2025-11-29 00:09:46,37,CW
LB9KJ,LA,EU,7018.2,40m,RC6U,UA,EU,CQ,13,2025-11-29 00:09:46,39,CW
DL1HWS,DL,EU,7001.8,40m,RW4W,UA,EU,CQ,15,2025-11-29 00:09:46,38,CW
DM6EE,DL,EU,7018.2,40m,RC6U,UA,EU,CQ,21,2025-11-29 00:09:46,40,CW
DM6EE,DL,EU,7016.7,40m,P3AA,5B,AS,CQ,10,2025-11-29 00:09:46,37,CW
HB9TSU,HB,EU,7033.3,40m,P3AA,5B,AS,CQ,18,2025-11-29 00:09:46,37,CW
HB9TSU,HB,EU,7045.5,40m,WY3A,K,NA,CQ,14,2025-11-29 00:09:46,35,CW
OH2BBT,OH,EU,7016.6,40m,P3AA,5B,AS,CQ,30,2025-11-29 00:09:46,37,CW
F6KGL,F,EU,7031.2,40m,HA7A,HA,EU,CQ,7,2025-11-29 00:09:46,36,CW
F6KGL,F,EU,7018.2,40m,RC6U,UA,EU,CQ,17,2025-11-29 00:09:46,39,CW
3V/KF5EYY,3V,AF,7025.1,40m,DR7X,DL,EU,CQ,27,2025-11-29 00:09:46,32,CW
EA2RCF-4,EA,EU,7018.2,40m,RC6U,UA,EU,CQ,22,2025-11-29 00:09:47,39,CW
JN1ILK,JA,AS,7010.4,40m,E7DX,E7,EU,CQ,8,2025-11-29 00:09:47,42,CW
K7EK,K,NA,7059,40m,ZF5T,ZF,NA,CQ,36,2025-11-29 00:09:47,39,CW
K7EK,K,NA,7009.1,40m,NR4M,K,NA,CQ,34,2025-11-29 00:09:47,36,CW
W8WTS,K,NA,7024.8,40m,DP9A,DL,EU,CQ,13,2025-11-29 00:09:47,33,CW
W8WTS,K,NA,7025.1,40m,DR7X,DL,EU,CQ,29,2025-11-29 00:09:47,32,CW
W8WTS,K,NA,7027,40m,DK9PY,DL,EU,CQ,26,2025-11-29 00:09:47,38,CW
K5TR,K,NA,7002.1,40m,AA4NC,K,NA,CQ,19,2025-11-29 00:09:47,41,CW
K5TR,K,NA,7027,40m,DK9PY,DL,EU,CQ,27,2025-11-29 00:09:47,37,CW
DE1LON,DL,EU,7002,40m,AA4NC,K,NA,CQ,7,2025-11-29 00:09:47,42,CW
DE1LON,DL,EU,7018.2,40m,RC6U,UA,EU,CQ,27,2025-11-29 00:09:47,39,CW
DE1LON,DL,EU,7016.7,40m,P3AA,5B,AS,CQ,25,2025-11-29 00:09:47,36,CW
YO5LD,YO,EU,7013.5,40m,EF8R,EA8,AF,CQ,26,2025-11-29 00:09:47,43,CW
YO5LD,YO,EU,7009.2,40m,NR4M,K,NA,CQ,26,2025-11-29 00:09:47,38,CW
YO5LD,YO,EU,7009.2,40m,NR4M,K,NA,CQ,17,2025-11-29 00:09:47,37,CW
KM3T-1,K,NA,7046.4,40m,PJ4A,PJ4,SA,CQ,22,2025-11-29 00:09:48,38,CW
KM3T-1,K,NA,7058.7,40m,TO7A,FM,NA,CQ,19,2025-11-29 00:09:48,36,CW
NT6Q,K,NA,7032.8,40m,ED1R,EA,EU,CQ,23,2025-11-29 00:09:48,37,CW
W1NT-6,K,NA,7046.4,40m,PJ4A,PJ4,SA,CQ,44,2025-11-29 00:09:48,38,CW
W1NT-6,K,NA,7018.2,40m,RC6U,UA,EU,CQ,39,2025-11-29 00:09:48,39,CW
DL9GTB,DL,EU,7032.8,40m,ED1R,EA,EU,CQ,22,2025-11-29 00:09:48,37,CW
DL9GTB,DL,EU,7032.4,40m,RM9A,UA9,AS,CQ,17,2025-11-29 00:09:48,38,CW
K6FOD,K,NA,7002,40m,AA4NC,K,NA,CQ,10,2025-11-29 00:09:48,43,CW
K6FOD,K,NA,7007.1,40m,K1RX,K,NA,CQ,9,2025-11-29 00:09:48,35,CW
KD2OGR,K,NA,7013.5,40m,EF8R,EA8,AF,CQ,20,2025-11-29 00:09:48,43,CW
KD2OGR,K,NA,7058.7,40m,TO7A,FM,NA,CQ,20,2025-11-29 00:09:48,37,CW
KD2OGR,K,NA,7025.1,40m,DR7X,DL,EU,CQ,18,2025-11-29 00:09:48,31,CW
3B8GL,3B8,AF,7038.4,40m,EW5A,EU,EU,CQ,7,2025-11-29 00:09:48,38,CW
SQ5J,SP,EU,7013.6,40m,EF8R,EA8,AF,CQ,23,2025-11-29 00:09:48,44,CW
SQ5J,SP,EU,7016.7,40m,P3AA,5B,AS,CQ,15,2025-11-29 00:09:48,37,CW
HB9BXE,HB,EU,7001.8,40m,RW4W,UA,EU,CQ,5,2025-11-29 00:09:48,38,CW
HB9BXE,HB,EU,7013.5,40m,EF8R,EA8,AF,CQ,18,2025-11-29 00:09:48,44,CW
HB9BXE,HB,EU,7018.2,40m,RC6U,UA,EU,CQ,23,2025-11-29 00:09:48,39,CW
HB9BXE,HB,EU,7016.7,40m,P3AA,5B,AS,CQ,15,2025-11-29 00:09:48,37,CW
VE6JY,VE,NA,7013.5,40m,EF8R,EA8,AF,CQ,19,2025-11-29 00:09:48,43,CW
ON6ZQ,ON,EU,7001.8,40m,RW4W,UA,EU,CQ,11,2025-11-29 00:09:48,38,CW
ON6ZQ,ON,EU,7018.2,40m,RC6U,UA,EU,CQ,20,2025-11-29 00:09:48,40,CW
WS2C,K,NA,7053.1,40m,CO2JD,CM,NA,CQ,28,2025-11-29 00:09:48,28,CW
WS2C,K,NA,7018.3,40m,RC6U,UA,EU,CQ,24,2025-11-29 00:09:48,39,CW
PE5TT,PA,EU,7018.2,40m,RC6U,UA,EU,CQ,12,2025-11-29 00:09:48,38,CW
NG7M,K,NA,7022,40m,K8AZ,K,NA,CQ,6,2025-11-29 00:09:49,35,CW
NG7M,K,NA,7046.4,40m,PJ4A,PJ4,SA,CQ,15,2025-11-29 00:09:49,38,CW
N8DXE,K,NA,7009.2,40m,NR4M,K,NA,CQ,36,2025-11-29 00:09:49,37,CW
SM7IUN,SM,EU,7026,40m,4Z5LA,4X,AS,CQ,16,2025-11-29 00:09:49,33,CW
W3RGA,K,NA,7023.7,40m,K1BX,K,NA,CQ,33,2025-11-29 00:09:49,31,CW
W3RGA,K,NA,7027,40m,DK9PY,DL,EU,CQ,37,2025-11-29 00:09:49,37,CW
VU2TUM,VU,AS,7013.5,40m,EF8R,EA8,AF,CQ,16,2025-11-29 00:09:49,43,CW
VU2TUM,VU,AS,7051.4,40m,RM1Q,UA,EU,CQ,11,2025-11-29 00:09:49,28,CW
VU2TUM,VU,AS,7028,40m,OE3A,OE,EU,CQ,8,2025-11-29 00:09:49,28,CW
VU2TUM,VU,AS,7027,40m,DK9PY,DL,EU,CQ,19,2025-11-29 00:09:49,38,CW
WZ7I,K,NA,7046.4,40m,PJ4A,PJ4,SA,CQ,36,2025-11-29 00:09:49,38,CW
WZ7I,K,NA,7049,40m,EA1X,EA,EU,CQ,23,2025-11-29 00:09:49,38,CW
M1GEO,G,EU,7011.5,40m,TM2Y,F,EU,CQ,15,2025-11-29 00:09:49,30,CW
M1GEO,G,EU,7002,40m,AA4NC,K,NA,CQ,10,2025-11-29 00:09:49,36,CW
M1GEO,G,EU,7009.2,40m,NR4M,K,NA,CQ,16,2025-11-29 00:09:49,35,CW
M1GEO,G,EU,7018.2,40m,RC6U,UA,EU,CQ,27,2025-11-29 00:09:49,39,CW
DF2CK,DL,EU,7001.8,40m,RW4W,UA,EU,CQ,18,2025-11-29 00:09:49,39,CW
DF2CK,DL,EU,7033.3,40m,VE7Q,VE,NA,CQ,21,2025-11-29 00:09:49,33,CW
KP3CW,KP4,NA,7042.4,40m,KC2LSD,K,NA,CQ,18,2025-11-29 00:09:49,34,CW
KP3CW,KP4,NA,7040,40m,DF7A,DL,EU,CQ,15,2025-11-29 00:09:49,30,CW
N6TV,K,NA,7042.4,40m,KC2LSD,K,NA,CQ,9,2025-11-29 00:09:49,34,CW
PA5KT-4,PA,EU,7058.7,40m,5X1DF,5X,AF,CQ,7,2025-11-29 00:09:49,27,CW
DL8LAS,DL,EU,7002.5,40m,K3WW,K,NA,CQ,14,2025-11-29 00:09:49,36,CW
KM3T-5,K,NA,7016.7,40m,P3AA,5B,AS,CQ,17,2025-11-29 00:09:49,37,CW
KM3T-5,K,NA,7018.2,40m,RC6U,UA,EU,CQ,27,2025-11-29 00:09:49,39,CW
F4GOU,F,EU,7033.8,40m,CR3W,CT3,AF,CQ,31,2025-11-29 00:09:50,32,CW
DK0TE,DL,EU,7018.2,40m,RC6U,UA,EU,CQ,33,2025-11-29 00:09:50,38,CW
DK0TE,DL,EU,7026.2,40m,IU8RIA,I,EU,CQ,10,2025-11-29 00:09:50,30,CW
DK0TE,DL,EU,7013.8,40m,RA0R,UA9,AS,CQ,15,2025-11-29 00:09:50,29,CW
DK0TE,DL,EU,7032.3,40m,RM9A,UA9,AS,CQ,16,2025-11-29 00:09:50,35,CW
TF3Y,TF,EU,7005.6,40m,9A7A,9A,EU,CQ,12,2025-11-29 00:09:50,37,CW
TF3Y,TF,EU,7032.8,40m,ED1R,EA,EU,CQ,10,2025-11-29 00:09:50,36,CW
K3LR,K,NA,7032.8,40m,ED1R,EA,EU,CQ,37,2025-11-29 00:09:50,36,CW
K3LR,K,NA,7002.1,40m,AA4NC,K,NA,CQ,36,2025-11-29 00:09:50,40,CW
5Z4GO,5Z,AF,7027,40m,DK9PY,DL,EU,CQ,12,2025-11-29 00:09:50,38,CW
HA6PX,HA,EU,7044.4,40m,OH5ME,OH,EU,CQ,27,2025-11-29 00:09:50,32,CW
IK3STG,I,EU,7049.7,40m,SV9DJO,SV9,EU,CQ,16,2025-11-29 00:09:50,28,CW
DK9IP-1,DL,EU,7018.2,40m,RC6U,UA,EU,CQ,22,2025-11-29 00:09:50,39,CW
DK9IP-1,DL,EU,7063.5,40m,EX9A,EX,AS,CQ,6,2025-11-29 00:09:50,31,CW
MM0ZBH,GM,EU,7027.1,40m,SM2U,SM,EU,CQ,24,2025-11-29 00:09:50,29,CW
MM0ZBH,GM,EU,7047.3,40m,K4ZW,K,NA,CQ,25,2025-11-29 00:09:50,32,CW
SP5GQ,SP,EU,7018.2,40m,RC6U,UA,EU,CQ,12,2025-11-29 00:09:50,39,CW
BG2TFW,BY,AS,7039,40m,9A4V,9A,EU,CQ,9,2025-11-29 00:09:51,34,CW
G0KTN,G,EU,7065.7,40m,OM7K,OM,EU,CQ,29,2025-11-29 00:09:51,32,CW
W3OA,K,NA,7013.5,40m,EF8R,EA8,AF,CQ,18,2025-11-29 00:09:51,43,CW
W3OA,K,NA,7025.1,40m,DR7X,DL,EU,CQ,18,2025-11-29 00:09:51,32,CW
W3OA,K,NA,7004.5,40m,WY3A,K,NA,CQ,20,2025-11-29 00:09:51,32,CW
KM3T-2,K,NA,7009.7,40m,G4FNL,G,EU,CQ,14,2025-11-29 00:09:51,32,CW
KM3T-2,K,NA,7034.5,40m,W1KM,K,NA,CQ,12,2025-11-29 00:09:51,36,CW
KM3T-2,K,NA,7058.7,40m,TO7A,FM,NA,CQ,22,2025-11-29 00:09:51,37,CW
KM3T-2,K,NA,7033.5,40m,M0X,G,EU,CQ,12,2025-11-29 00:09:51,32,CW
KM3T-2,K,NA,7037.5,40m,K0RF,K,NA,CQ,20,2025-11-29 00:09:51,31,CW
KM3T-2,K,NA,7023,40m,YT1A,YU,EU,CQ,15,2025-11-29 00:09:51,36,CW
AA0O,K,NA,7007.1,40m,K1RX,K,NA,CQ,7,2025-11-29 00:09:51,36,CW
AA0O,K,NA,7049,40m,EA1X,EA,EU,CQ,8,2025-11-29 00:09:51,41,CW
AA0O,K,NA,7020.5,40m,MM4Q,GM,EU,CQ,5,2025-11-29 00:09:51,29,CW
AA0O,K,NA,7002.9,40m,EA5RS,EA,EU,CQ,9,2025-11-29 00:09:51,38,CW
AA0O,K,NA,7026.2,40m,IU8RIA,I,EU,CQ,17,2025-11-29 00:09:51,30,CW
AA0O,K,NA,7065.7,40m,OM7K,OM,EU,CQ,20,2025-11-29 00:09:51,32,CW
LZ3CB,LZ,EU,7053.3,40m,KC1WZQ,K,NA,CQ,7,2025-11-29 00:09:51,30,CW
LZ3CB,LZ,EU,7032.3,40m,RM9A,UA9,AS,CQ,14,2025-11-29 00:09:51,36,CW
LZ3CB,LZ,EU,7040,40m,DF7A,DL,EU,CQ,22,2025-11-29 00:09:51,29,CW
LZ3CB,LZ,EU,7030.3,40m,M6T,G,EU,CQ,36,2025-11-29 00:09:51,34,CW
LZ4AE,LZ,EU,7040.4,40m,PA3AAV,PA,EU,CQ,5,2025-11-29 00:09:51,38,CW
OH4KA,OH,EU,7018.2,40m,RC6U,UA,EU,CQ,21,2025-11-29 00:09:51,39,CW
OH4KA,OH,EU,7016.7,40m,P3AA,5B,AS,CQ,10,2025-11-29 00:09:51,37,CW
AC0C-1,K,NA,7004,40m,OL0W,OK,EU,CQ,30,2025-11-29 00:09:51,31,CW
AC0C-1,K,NA,7002.9,40m,EA5RS,EA,EU,CQ,24,2025-11-29 00:09:51,37,CW
YO2KAR,YO,EU,7049,40m,EA1X,EA,EU,CQ,10,2025-11-29 00:09:51,40,CW
YO2KAR,YO,EU,7026,40m,4Z5LA,4X,AS,CQ,10,2025-11-29 00:09:51,34,CW
ES5PC,ES,EU,7001.8,40m,RW4W,UA,EU,CQ,25,2025-11-29 00:09:52,39,CW
ES5PC,ES,EU,7065.7,40m,OM7K,OM,EU,CQ,25,2025-11-29 00:09:52,30,CW
KW7MM-2,K,NA,7049,40m,EA1X,EA,EU,CQ,16,2025-11-29 00:09:52,37,CW
KW7MM-2,K,NA,7004.5,40m,WY3A,K,NA,CQ,29,2025-11-29 00:09:52,36,CW
NN3RP,K,NA,7032.8,40m,ED1R,EA,EU,CQ,18,2025-11-29 00:09:52,36,CW
KW7MM-3,K,NA,7009.2,40m,NR4M,K,NA,CQ,32,2025-11-29 00:09:52,37,CW
KW7MM-3,K,NA,7048.9,40m,EA1X,EA,EU,CQ,16,2025-11-29 00:09:52,37,CW
NU4F,K,NA,7030,40m,SK3W,SM,EU,CQ,25,2025-11-29 00:09:52,41,CW
NU4F,K,NA,7049,40m,EA1X,EA,EU,CQ,19,2025-11-29 00:09:52,36,CW
NU4F,K,NA,7004.5,40m,WY3A,K,NA,CQ,32,2025-11-29 00:09:52,36,CW
NU4F,K,NA,7016.7,40m,P3AA,5B,AS,CQ,15,2025-11-29 00:09:52,37,CW
NU4F,K,NA,7018.2,40m,RC6U,UA,EU,CQ,18,2025-11-29 00:09:52,40,CW
NU4F,K,NA,7065.7,40m,OM7K,OM,EU,CQ,31,2025-11-29 00:09:52,32,CW
WE9V,K,NA,7016.7,40m,P3AA,5B,AS,CQ,6,2025-11-29 00:09:52,37,CW
WE9V,K,NA,7065.7,40m,OM7K,OM,EU,CQ,22,2025-11-29 00:09:52,32,CW
VU2OY,VU,AS,7002.5,40m,K3WW,K,NA,CQ,7,2025-11-29 00:09:52,36,CW
VU2OY,VU,AS,7027.1,40m,DK9PY,DL,EU,CQ,15,2025-11-29 00:09:52,38,CW
VU2OY,VU,AS,7048.1,40m,9A7RR,9A,EU,CQ,3,2025-11-29 00:09:52,32,CW
IK4VET,I,EU,7014,40m,IS0AFM,IS,EU,CQ,21,2025-11-29 00:09:52,33,CW
IK4VET,I,EU,7006.3,40m,EA5O,EA,EU,CQ,14,2025-11-29 00:09:52,37,CW
IK4VET,I,EU,7018.2,40m,RC6U,UA,EU,CQ,32,2025-11-29 00:09:52,40,CW
IK4VET,I,EU,7002.9,40m,EA5RS,EA,EU,CQ,17,2025-11-29 00:09:52,37,CW
TK0C-3,TK,EU,7016.7,40m,P3AA,5B,AS,CQ,12,2025-11-29 00:09:52,37,CW
TK0C-3,TK,EU,7015.5,40m,IO4M,I,EU,CQ,15,2025-11-29 00:09:52,36,CW
HB9DCO,HB,EU,7016.7,40m,P3AA,5B,AS,CQ,16,2025-11-29 00:09:52,37,CW
HB9DCO,HB,EU,7026,40m,4Z5LA,4X,AS,CQ,11,2025-11-29 00:09:52,35,CW
DL5RMH,DL,EU,7001.8,40m,RW4W,UA,EU,CQ,16,2025-11-29 00:09:52,38,CW
M9PSY,G,EU,7014,40m,IS0AFM,IS,EU,CQ,9,2025-11-29 00:09:52,31,CW
HA8TKS,HA,EU,7032.8,40m,ED1R,EA,EU,CQ,13,2025-11-29 00:09:52,36,CW
N2YCH,K,NA,7036,40m,TK0C,TK,EU,CQ,30,2025-11-29 00:09:52,37,CW
HB9AFZ,HB,EU,7041,40m,IO5O,I,EU,CQ,29,2025-11-29 00:09:52,30,CW
HB9AFZ,HB,EU,7038.8,40m,RA0R,UA9,AS,CQ,22,2025-11-29 00:09:52,30,CW
DO4DXA,DL,EU,7054,40m,II9P,IT9,EU,CQ,35,2025-11-29 00:09:52,36,CW
DO4DXA,DL,EU,7002.5,40m,K3WW,K,NA,CQ,22,2025-11-29 00:09:52,36,CW
DO4DXA,DL,EU,7000.3,40m,YT5W,YU,EU,CQ,12,2025-11-29 00:09:52,33,CW
DO4DXA,DL,EU,7032.3,40m,RM9A,UA9,AS,CQ,23,2025-11-29 00:09:52,36,CW
DO4DXA,DL,EU,7026,40m,4Z5LA,4X,AS,CQ,22,2025-11-29 00:09:52,34,CW
DO4DXA,DL,EU,7011.8,40m,HA3DX,HA,EU,CQ,15,2025-11-29 00:09:52,32,CW
LZ7AA,LZ,EU,7025.1,40m,DR7X,DL,EU,CQ,14,2025-11-29 00:09:52,32,CW
OK1FCJ,OK,EU,7004.5,40m,WY3A,K,NA,CQ,14,2025-11-29 00:09:52,34,CW
MM0GPZ,GM,EU,7031.6,40m,SP8R,SP,EU,CQ,30,2025-11-29 00:09:52,32,CW
K7CO,K,NA,7002.9,40m,EA5RS,EA,EU,CQ,15,2025-11-29 00:09:53,37,CW
K7CO,K,NA,7004.5,40m,WY3A,K,NA,CQ,22,2025-11-29 00:09:53,31,CW
K7CO,K,NA,7009.2,40m,NR4M,K,NA,CQ,28,2025-11-29 00:09:53,38,CW
S53A,S5,EU,7026.2,40m,IU8RIA,I,EU,CQ,28,2025-11-29 00:09:53,30,CW
S53A,S5,EU,7013.8,40m,RA0R,UA9,AS,CQ,34,2025-11-29 00:09:53,28,CW
S53A,S5,EU,7069.8,40m,ZB2BU,ZB,EU,CQ,6,2025-11-29 00:09:53,33,CW
S53A,S5,EU,7012.4,40m,LZ5M,LZ,EU,CQ,24,2025-11-29 00:09:53,28,CW
S53A,S5,EU,7005,40m,KB3ATD,K,NA,CQ,42,2025-11-29 00:09:53,34,CW
SE5E,SM,EU,7020.5,40m,EA7BEZ,EA,EU,CQ,22,2025-11-29 00:09:53,29,CW
SE5E,SM,EU,7001.8,40m,RW4W,UA,EU,CQ,18,2025-11-29 00:09:53,36,CW
KC4YVA,K,NA,7032.8,40m,ED1R,EA,EU,CQ,8,2025-11-29 00:09:53,35,CW
K4PP,K,NA,7032.8,40m,ED1R,EA,EU,CQ,28,2025-11-29 00:09:53,36,CW
EA2CW,EA,EU,7010.9,40m,W2HUV,K,NA,CQ,6,2025-11-29 00:09:53,24,CW
RK3TD-2,UA,EU,7011.5,40m,TM2Y,F,EU,CQ,22,2025-11-29 00:09:53,29,CW
RK3TD-2,UA,EU,7049.7,40m,SV9DJO,SV9,EU,CQ,8,2025-11-29 00:09:53,36,CW
RK3TD-2,UA,EU,7065.7,40m,OM7K,OM,EU,CQ,21,2025-11-29 00:09:53,32,CW
RK3TD-2,UA,EU,7020,40m,OT7T,ON,EU,CQ,20,2025-11-29 00:09:53,35,CW
RK3TD-2,UA,EU,7027.9,40m,LX7I,LX,EU,CQ,15,2025-11-29 00:09:53,30,CW
GI4DOH,GI,EU,7032.8,40m,ED1R,EA,EU,CQ,14,2025-11-29 00:09:53,33,CW
F6IIT,F,EU,7052.8,40m,CR2M,CU,EU,CQ,25,2025-11-29 00:09:53,35,CW
F6IIT,F,EU,7066.4,40m,PA6X,PA,EU,CQ,14,2025-11-29 00:09:53,29,CW
F6IIT,F,EU,7004.5,40m,WY3A,K,NA,CQ,21,2025-11-29 00:09:53,31,CW
F6IIT,F,EU,7025.1,40m,DR7X,DL,EU,CQ,20,2025-11-29 00:09:53,32,CW
F6IIT,F,EU,7001.8,40m,NW4W,K,NA,CQ,16,2025-11-29 00:09:53,37,CW
F6IIT,F,EU,7028.7,40m,RL9O,UA9,AS,CQ,31,2025-11-29 00:09:53,30,CW
G4IRN,G,EU,7053.1,40m,CO2JD,CM,NA,CQ,6,2025-11-29 00:09:53,28,CW
G4IRN,G,EU,7018.2,40m,RC6U,UA,EU,CQ,28,2025-11-29 00:09:53,39,CW
G4IRN,G,EU,7065.7,40m,OM7K,OM,EU,CQ,19,2025-11-29 00:09:53,32,CW
G4IRN,G,EU,7008.4,40m,KC1XX,K,NA,CQ,32,2025-11-29 00:09:53,34,CW
VE3EID,VE,NA,7030,40m,SK3W,SM,EU,CQ,39,2025-11-29 00:09:53,39,CW
VE3EID,VE,NA,7065.7,40m,OM7K,OM,EU,CQ,38,2025-11-29 00:09:53,31,CW
GX0FRE,G,EU,7018.2,40m,RC6U,UA,EU,CQ,18,2025-11-29 00:09:53,39,CW
HG8A,HA,EU,7013.8,40m,RA0R,UA9,AS,CQ,13,2025-11-29 00:09:53,29,CW
HG8A,HA,EU,7008.4,40m,KC1XX,K,NA,CQ,24,2025-11-29 00:09:53,34,CW
HG8A,HA,EU,7019,40m,RM4F,UA,EU,CQ,26,2025-11-29 00:09:53,33,CW
N2CR,K,NA,7002.9,40m,EA5RS,EA,EU,CQ,25,2025-11-29 00:09:54,37,CW
N2CR,K,NA,7065.7,40m,OM7K,OM,EU,CQ,18,2025-11-29 00:09:54,32,CW
N2CR,K,NA,7007.8,40m,HG6N,HA,EU,CQ,30,2025-11-29 00:09:54,37,CW
